,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
576,S_8,1,5,Communicate,7Ps Framework,M_56,True,Our group target has became a little vague since we would like to focus on another target group. So I think this method will be useful for us to make it clear about our purpose.,False
577,S_8,1,5,Communicate,Business Model Canvas,M_57,True,"I think this method can be really useful since it focus on how to get profit from the product. Like our guest teacher said, technology is not a product and a product is not a business. So to find out in which way we can get interest, I would like to choose this method, but I think this method should be used in our final procedure in order to give improvements to our product.",False
578,S_8,1,5,Communicate,Composite Characters,M_58,False,"I think our group don't have enough data to create tow or more personas, besides, I think we can use Encisionment Videos to describe the issue clearly.",False
579,S_8,1,5,Communicate,Design Roadmap,M_59,False,"This method is great, that we can have a further view of our product, but I think this part can also be included in the business model canvas.",False
580,S_8,1,5,Communicate,Envisionment Video,M_60,True,"This method is like the role-play method we do in last section, and I really enjoy the process when we do that, so I think we could do a better performance in this time.",True
581,S_8,1,5,Communicate,Personas,M_61,False,"Since we have used this method in other sections, I would like to experience different methods this time, so I'll leave the opportunity for other methods.",True
582,S_8,1,5,Communicate,Service Blueprint,M_62,False,I think this method is not suitable for our product because this method is aimed to build a procedure of service.   ,True
583,S_8,1,5,Communicate,Storyboard,M_63,False,"It has been mentioned in the describe that this method is used in early stage and show functions to our customer, but I think a Envisionment Videos could let the user more clear about the functions.",True
584,S_8,1,5,Communicate,Usability Report,M_64,False,"From my point, this method are mainly based on observing methods we used before to get some usability information, so this method can sometimes be inaccurate.",False
585,S_9,1,1,Research,1:1 Interview,M_0,True,TBD,False
586,S_9,1,1,Research,AEIOU,M_1,False,Don't use it may in the future but It is not familiar to me,False
587,S_9,1,1,Research,Closed Card Sorting,M_2,True,Great for web design and organizing menus this is very useful for my design process.,True
588,S_9,1,1,Research,Community Appraisal,M_3,False,It would be great to use but often not qualitative enough,False
589,S_9,1,1,Research,Competitive Analysis,M_4,False,TBD,False
590,S_9,1,1,Research,Conjoint Analysis,M_5,False,TBD,False
591,S_9,1,1,Research,Conversation Cafe,M_6,False,NRA,False
592,S_9,1,1,Research,Design Ethnography,M_7,True,Its great to be familiar with the background of the user as this often affects the usefullness of the product and also how it might be used.,True
593,S_9,1,1,Research,Focus Group,M_8,False,Often timely,True
594,S_9,1,1,Research,Open Card Sorting,M_9,False,Not interested,False
595,S_9,1,1,Research,POEMS,M_10,False,Not enough information on it.,False
596,S_9,1,1,Research,POSTA,M_11,False,Don't know what this is.,False
597,S_9,1,1,Research,Usability Testing,M_12,False,TBD,False
598,S_9,1,1,Research,User Observation,M_13,True,TBA,False
599,S_9,1,2,Analysis,2x2 Matrix,M_14,True,I think this method is a creative way of showing where position ideas and opportunity lie in favor or out of. It also offers a visual representation of our thinking.,False
600,S_9,1,2,Analysis,Affinity Diagram,M_15,False,This is not useful to our method of research and analysis as we have interviews and observation as our research methods. This may not qualify as 15 items of information is not yet attainable for us.,False
601,S_9,1,2,Analysis,Atomize,M_16,False,It seems useful for organizing once we have decided the specifics of our product. until then this may be too big of a project itself to address our needs at this time.,False
602,S_9,1,2,Analysis,Concept Mapping,M_17,False,It seems too chaotic. I say this as a method can become a waste of time as it then requires to attempt another process to organize. Its great for note taking but still requires a higher level of organization.,False
603,S_9,1,2,Analysis,Context Mapping,M_18,True,I want to use this method because any reason to draw is a good reason. Also It would be useful in designing in a collaborative method. Allowing people to draw or write without judgment gives freedom to much greater opportunities to assess and address the groups needs. This is especially good when stakeholders are from various fields with out common knowledge or jargon.,False
604,S_9,1,2,Analysis,Customer Journey Mapping,M_19,False,This is great it is a method of tracing and pictorially telling a story about the day and happenings of a user. This helps again to understand the problem solving in the users day and gives stakeholders and idea of what is needed and what isn't to solve problems that may not have been noticed otherwise. It is fun and interactive. However we did not use this.,True
605,S_9,1,2,Analysis,Empathy Map,M_20,True,"This method is great for mapping out the character or personality of your subject/person. I have not ever named this process but have certainly worked with it in my design process. Understanding why  person does things where they go and why they go there, these small and large pieces of a persons day give you a great starting point for creating space, places, and interactions for that individual or group. Sometimes you discover things in their life that work really well and the things that work hooribly. either way as a design method it is a creative means of empathizing with your subject and also actively understanding the struggles of a persons/subjects day in a creative and interactive way.",True
606,S_9,1,2,Analysis,How Might We,M_21,True,We haven't yet but will use this method in the future as its most effective quality is giving thought to whats wrong and how we can fix it. However this is a time consuming method and will required limited time and organized and purposeful topics. ,True
